"Idea ID"	"Submitted Date/Time"	"Idea Status"	"Creator ID"	"Creator Department"	"Number of times the Idea has been shared"	"Number of Votes"	"Number of Comments"	"Number of Views"	"Keywords"
6517	"2023-01-17 15:21:34"	"In Evaluation"	"004f297f92824021a82e1a9060bb1c18"	"Development"	0	1	0	28	"CANVAS, CHALLENGE WORKFLOW"
6516	"2023-01-17 15:12:53"	"Concept"	"004f297f92824021a82e1a9060bb1c18"	"Development"	0	0	0	25	"DIGITAL ADOPTION, ONBOARDING"
6505	"2023-01-13 15:37:26"	"Consultation"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	5	17	121	"CHATGPT, AI"
6499	"2023-01-12 16:44:56"	"Consultation"	"183dad426b7146099342a4365df9eed7"	" "	0	2	6	43	"ENGAGEMENT, SOCIAL"
6475	"2023-01-06 15:05:35"	"In Evaluation"	"f9255979f3ee47f5988d5f3df9352cef"	" "	0	0	1	29	" "
6474	"2023-01-06 14:50:54"	"Consultation"	"f9255979f3ee47f5988d5f3df9352cef"	" "	0	0	4	20	"BULK UPLOAD"
6473	"2023-01-06 14:43:28"	"Not Selected"	"f9255979f3ee47f5988d5f3df9352cef"	" "	0	0	0	9	"SWITCH USER ROLES"
6449	"2022-12-22 19:26:54"	"In Evaluation"	"0156cb38bcde4cc0b00d5bfd45d67594"	"Product Team"	0	0	0	12	"IDEAS, IDEA, CHALLENGE, MINDPOOL, CONVERSATION, WAZOKU CROWD, INNOCENTIVE, ONE SMART CROWD AND BEYOND, COMMUNITY"
6448	"2022-12-22 19:17:26"	"In Evaluation"	"0156cb38bcde4cc0b00d5bfd45d67594"	"Product Team"	0	0	4	27	"IDEA, IDEAS, WAZOKU CROWD, ONE SMART CROWD AND BEYOND, CROWD'S CHOICE, IDEA CREATOR, CHALLENGE, COMMUNITY, INNOCENTIVE"
6413	"2022-12-20 18:20:35"	"Consultation"	"1bc7c1e4ebb34d67ad3a2609149b081c"	"Customer Experience"	0	2	1	15	" "
6410	"2022-12-19 10:35:09"	"Consultation"	"0156cb38bcde4cc0b00d5bfd45d67594"	"Product Team"	0	0	1	18	"CATEGORIES, CATEGORY, DELETE, DELETION"
6407	"2022-12-12 13:14:30"	"Concept"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	0	"EVALUATION, TREND, IP, SCOUTING"
6398	"2022-12-05 09:37:26"	"Concept"	"1bc7c1e4ebb34d67ad3a2609149b081c"	"Customer Experience"	0	0	0	10	" "
6258	"2022-11-25 07:57:39"	"Not Selected"	"95fc22481c424a478e1be135e0f874b5"	" "	0	2	5	37	"SSO, YAMMER, MSA"
6246	"2022-11-22 18:10:49"	"Consultation"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	1	0	1	"INTEGRATION"
6244	"2022-11-22 17:43:23"	"Consultation"	"95fc22481c424a478e1be135e0f874b5"	" "	0	2	7	42	"VERTO, TENDER, INTEGRATION, WMASHN"
6213	"2022-11-09 11:05:24"	"Concept"	"1bc7c1e4ebb34d67ad3a2609149b081c"	"Customer Experience"	0	0	0	11	"COMMENTS, TAGGING"
6203	"2022-11-03 14:26:51"	"Consultation"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	2	5	29	"WHATSAPP"
6189	"2022-10-27 08:35:07"	"Not Selected"	"1bc7c1e4ebb34d67ad3a2609149b081c"	"Customer Experience"	0	0	0	2	"CHALLENGE CENTER, WAZOKU CROWD"
6175	"2022-10-23 14:21:32"	"Concept"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	0	0	8	"PRIVATE COMMENTS CHANNEL"
6174	"2022-10-23 13:44:34"	"Approved"	"458dcc27f0ff4eaeaf48f733b16002c2"	" "	0	0	9	35	"USER TYPES"
6156	"2022-10-12 15:40:04"	"Completed"	"1bc7c1e4ebb34d67ad3a2609149b081c"	"Customer Experience"	0	0	0	20	" "
6150	"2022-10-12 11:02:23"	"Completed"	"0156cb38bcde4cc0b00d5bfd45d67594"	"Product Team"	0	0	1	19	" "
6128	"2022-10-04 12:01:12"	"Consultation"	"2185e1334b354131aa81ea857f611f1f"	" "	0	0	2	12	" "
6127	"2022-10-03 23:19:44"	"Concept"	"c8f6b1e15915484c97c32c11d31a37fc"	"Software Development"	0	0	0	17	"ATTACHMENTS, USER EXPERIENCE"
6126	"2022-09-28 15:48:08"	"Completed"	"0156cb38bcde4cc0b00d5bfd45d67594"	"Product Team"	0	0	2	13	"ANALYTICS"
6124	"2022-09-27 14:04:35"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	4	11	"MICROSOFT, INTEGRATION"
6059	"2022-09-07 06:02:00"	"Consultation"	"da1a148045584b258e4da29cf1b01383"	" "	0	0	1	8	"FILTERS"
6055	"2022-09-06 17:32:57"	"Consultation"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	2	0	10	"COPY-PASTE"
6037	"2022-08-26 13:43:13"	"Consultation"	"15569ad42217426e9fe1c9b1a9f06837"	"Customer Success Management"	0	3	4	16	"DATE"
6021	"2022-08-19 17:01:37"	"Consultation"	"15569ad42217426e9fe1c9b1a9f06837"	"Customer Success Management"	0	1	3	10	"EXPORT"
6019	"2022-08-17 10:39:31"	"Consultation"	"0156cb38bcde4cc0b00d5bfd45d67594"	"Product Team"	0	3	5	11	"LOGIN, EMAIL, EMAILS, USERS, REGISTRATION, USER EXPERIENCE, USER MANAGEMENT"
6012	"2022-08-11 15:42:38"	"Completed"	"15569ad42217426e9fe1c9b1a9f06837"	"Customer Success Management"	0	2	0	32	"ANALYTICS, CANVAS"
5945	"2022-08-06 13:47:00"	"Concept"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	0	0	9	"AUTHENTICATION, TWO FACTOR AUTHENTICATION"
5941	"2022-08-03 10:09:23"	"Concept"	"0156cb38bcde4cc0b00d5bfd45d67594"	"Product Team"	0	0	0	10	"BULK UPLOAD, CSV, USERS, USER MANAGEMENT, CO-CREATION COMMUNITY, IDEA SPACE"
5939	"2022-08-01 16:01:21"	"Consultation"	"446bbf5489304e4093fbc9bf57547a4b"	" "	0	0	3	11	" "
5937	"2022-07-27 11:41:44"	"Consultation"	"0156cb38bcde4cc0b00d5bfd45d67594"	"Product Team"	0	0	1	6	"CUSTOM HEADER, TOP HEADER BAR, CUSTOMER, CUSTOMIZATION, PERSONALISATION, PERSONALIZATION, UI/UX"
5930	"2022-07-26 09:38:14"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	4	15	"HOMEPAGE"
5923	"2022-07-17 16:29:25"	"Consultation"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	0	1	7	"API"
5918	"2022-07-11 09:42:48"	"Revision"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	1	7	16	"STARTUP, INTEGRATION"
5910	"2022-06-22 13:06:05"	"Approved"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	10	36	"EVALUATION, PRIVATE, PRIVATE EVALUATION"
5909	"2022-06-21 11:14:37"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	1	13	"TEAMS"
5907	"2022-06-20 16:59:56"	"Consultation"	"85fba9ba6dfe4cc0b380b9010abc38bc"	" "	0	1	0	5	" "
5903	"2022-06-17 08:29:53"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	2	2	"MAP"
5902	"2022-06-14 21:25:10"	"In Evaluation"	"455d808620e64acdbf0701cc0235872e"	"Customer Success"	0	0	1	12	"SHARE, INVITE"
5896	"2022-06-08 13:02:14"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	3	12	"LANGUAGE, SSO"
5894	"2022-05-27 11:13:54"	"In Evaluation"	"f9255979f3ee47f5988d5f3df9352cef"	" "	0	0	1	24	"CHALLENGE, CHALLENGE MANAGEMENT"
5893	"2022-05-27 11:05:23"	"Consultation"	"f9255979f3ee47f5988d5f3df9352cef"	" "	0	0	5	13	"EVALUATION, EVALUATOR"
5891	"2022-05-26 17:17:44"	"Consultation"	"f9255979f3ee47f5988d5f3df9352cef"	" "	0	0	6	10	"EVALUATION"
5884	"2022-05-23 14:52:49"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	2	8	"JIRA, INTEGRATION"
5868	"2022-05-17 15:37:45"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	4	"MFA, SECURITY"
5845	"2022-05-13 14:45:30"	"Completed"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	4	13	"MS TEAMS"
5814	"2022-05-10 14:01:21"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	1	6	"PRIVACY, IP"
5802	"2022-05-06 18:22:08"	"Concept"	"560faf71d23249c5add047bd5a93e686"	" "	0	0	0	6	"IDEAS, ANALYTICS, RECOMMENDATIONS, MOBILE, USER EXPERIENCE"
5759	"2022-04-19 11:17:13"	"Consultation"	"8cd2afe64c7341cd8f14f286ccdf8b36"	"Quality Assurance"	0	1	1	12	"CATEGORIES, EVALUATOR"
5746	"2022-03-29 19:44:19"	"Consultation"	"15569ad42217426e9fe1c9b1a9f06837"	"Customer Success Management"	0	1	4	7	"IDEA HISTORY"
5742	"2022-03-25 16:13:24"	"Not Selected"	"f9255979f3ee47f5988d5f3df9352cef"	" "	0	0	0	8	"CUSTOM MESSAGE, GROUPS"
5737	"2022-03-15 16:36:34"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	3	14	"LANGUAGE"
5734	"2022-03-11 12:27:40"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	6	18	"BULK, BULK UPDATE, UPDATE IDEAS"
5723	"2022-03-08 14:36:14"	"Consultation"	"6343da2378c64118a615197dd4899d71"	" "	0	1	1	9	" "
5719	"2022-03-03 12:22:28"	"In Evaluation"	"0156cb38bcde4cc0b00d5bfd45d67594"	"Product Team"	0	0	2	22	"CATEGORIES, IMAGES"
5717	"2022-03-02 11:24:50"	"Approved"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	2	10	" "
5715	"2022-03-02 11:23:36"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	3	16	"EMBEDDED ANALYTICS"
5714	"2022-03-01 17:21:54"	"Concept"	"f9255979f3ee47f5988d5f3df9352cef"	" "	0	0	0	1	"GROUPS"
5712	"2022-02-28 11:06:19"	"Consultation"	"0156cb38bcde4cc0b00d5bfd45d67594"	"Product Team"	0	0	2	9	"IDEA CARDS, ADD_IDEA"
5710	"2022-02-26 11:35:47"	"Consultation"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	0	3	6	"IMAGES, MOBILE, APP"
5709	"2022-02-26 11:29:54"	"Concept"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	0	0	7	"PASSWORDS"
5708	"2022-02-24 08:51:21"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	2	7	"EDIT"
5707	"2022-02-24 08:50:18"	"In Evaluation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	3	11	"ADD IDEA"
5705	"2022-02-23 15:13:41"	"Completed"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	6	35	"DRAFTS"
5704	"2022-02-23 13:08:46"	"Consultation"	"0156cb38bcde4cc0b00d5bfd45d67594"	"Product Team"	0	0	0	9	" "
5698	"2022-02-18 11:37:14"	"Consultation"	"0156cb38bcde4cc0b00d5bfd45d67594"	"Product Team"	0	1	1	19	"IDEAS, IDEA UPLOAD, BULK UPLOAD, IDEA"
5683	"2022-02-14 12:51:49"	"Concept"	"6985054464b94ac99f38119c18ad2331"	" "	0	0	0	6	" "
5682	"2022-02-14 09:54:10"	"Consultation"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	3	10	22	"COLON"
5673	"2022-02-11 15:55:58"	"Completed"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	10	35	"EVALUATION, CATEGORIES"
5612	"2022-02-01 16:24:54"	"Consultation"	"6985054464b94ac99f38119c18ad2331"	" "	0	1	2	12	" "
5611	"2022-02-01 15:19:02"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	1	10	"OUTCOMES, GOALS"
5606	"2022-01-31 15:46:28"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	4	9	"EVALUATION, EVALUATOR, CATEGORY"
5544	"2022-01-18 16:38:10"	"Consultation"	"f9255979f3ee47f5988d5f3df9352cef"	" "	0	1	4	19	"LANUGAGE, WORDING"
5524	"2022-01-13 15:37:10"	"In Evaluation"	"15569ad42217426e9fe1c9b1a9f06837"	"Customer Success Management"	0	3	3	23	"EVALUATION, ATTACHMENTS"
5372	"2021-12-03 09:50:57"	"Not Selected"	"f9255979f3ee47f5988d5f3df9352cef"	" "	0	0	3	10	"INTEGRATION, INTEGRATIONS, MICROSOFT, OFFICE 365"
5370	"2021-12-03 09:38:49"	"Completed"	"f9255979f3ee47f5988d5f3df9352cef"	" "	0	2	10	41	"WORKFLOW"
5369	"2021-12-03 09:33:34"	"In Evaluation"	"f9255979f3ee47f5988d5f3df9352cef"	" "	0	1	1	6	"CHARACTER LIMIT, FORM BUILDER, FORMS"
5317	"2021-11-30 16:28:55"	"Not Selected"	"10d827a93e036b4e4c64258c397a1f35"	"Management"	0	0	3	3	"MOBILE"
5170	"2021-11-30 10:17:51"	"Completed"	"cafee1261db041efafe39923befc8ddf"	" "	0	3	4	32	"DRAFTS"
4913	"2021-11-18 11:39:25"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	4	17	"OUTCOMES, API"
4779	"2021-11-15 09:50:18"	"Consultation"	"e56effb73862426790e6f49a38c4062b"	" "	0	4	2	22	"EMPLOYEE ENGAGEMENT, COLLABORATION, USER EXPERIENCE, USER MANAGEMENT, GROUPS, CONVERSATIONS, COMMENTS, @MENTIONS"
4747	"2021-11-12 11:23:48"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	3	6	" "
4662	"2021-11-03 20:43:06"	"Completed"	"10d827a93e036b4e4c64258c397a1f35"	"Management"	0	0	3	28	"MOBILE, BUG"
4185	"2021-09-10 09:29:41"	"Consultation"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	4	3	21	"LIVESTORM, TECHNICAL SUPPORT, TRAINING, HELP DESK"
4184	"2021-09-09 17:39:37"	"Not Selected"	"4850ded9d84b41e9be86a0b98f431d97"	"CS"	0	2	1	19	"CLONE, CHILD PAVILION"
4179	"2021-09-08 15:23:26"	"Revision"	"cafee1261db041efafe39923befc8ddf"	" "	0	3	2	21	"EVALUATION"
4178	"2021-09-08 15:21:07"	"Revision"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	0	10	"EVALUATION"
4177	"2021-09-08 15:19:24"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	1	12	"EVALUATION"
4176	"2021-09-08 15:17:49"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	5	8	53	"SPOTLIGHT.AI"
4038	"2021-08-24 15:19:16"	"Consultation"	"f9255979f3ee47f5988d5f3df9352cef"	" "	0	1	2	12	"QUICKBAR, UX, UI/UX"
4017	"2021-08-17 11:31:09"	"Concept"	"0156cb38bcde4cc0b00d5bfd45d67594"	"Product Team"	0	0	0	8	" "
3981	"2021-06-25 09:53:43"	"Consultation"	"715799247fab467ebaa01d37d84e0ebc"	" "	0	0	3	24	" "
3980	"2021-06-22 12:33:33"	"Not Selected"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	0	2	26	"HOMEPAGE, HOMEPAGE_BUILDING"
3978	"2021-06-16 17:00:04"	"Consultation"	"2185e1334b354131aa81ea857f611f1f"	" "	0	0	5	19	" "
3902	"2021-05-13 11:20:42"	"Concept"	"bd5d98771dc24e68891fabded20e5866"	" "	0	0	0	17	"#NOTIFICATIONS, #INNOVATIONATSCALE, #ORGANISATIONALLEVEL, #ADMIN, #STREAMLINING"
3900	"2021-05-11 17:17:23"	"Consultation"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	0	2	20	"APP, APP ICON, ICON"
3885	"2021-05-04 23:59:17"	"Not Selected"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	2	0	12	"HOMEPAGE, CONTENT BLOCKS"
3884	"2021-05-04 23:57:11"	"Not Selected"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	0	0	15	"HOMEPAGE, CONTENT BLOCKS"
3883	"2021-05-04 23:53:43"	"Consultation"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	5	2	17	"VIDEOS, EMBED VIDEOS"
3839	"2021-03-04 13:36:24"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	4	2	27	" "
3729	"2021-02-05 09:49:59"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	1	16	"TRANSFORME, EMAIL, NOTIFICATIONS"
3671	"2020-12-22 21:00:57"	"Consultation"	"f11281486d1944308b933e55f7e07df4"	" "	0	2	0	22	"ADMIN RIGHTS"
3664	"2020-12-15 11:07:10"	"Not Selected"	"cd0dc8bfe5de4434b225bfc690e6db59"	" "	0	0	0	9	" "
3663	"2020-12-14 14:26:21"	"Consultation"	"2185e1334b354131aa81ea857f611f1f"	" "	0	1	1	3	" "
3659	"2020-12-10 19:56:56"	"Consultation"	"2185e1334b354131aa81ea857f611f1f"	" "	0	1	1	15	"MESSAGES"
3648	"2020-12-03 09:17:59"	"Completed"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	1	0	50	"PARALLEL WORKFLOWS"
3639	"2020-11-23 16:38:45"	"Not Selected"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	3	3	42	"INSIGHTS, AI, SIGNALS"
3420	"2020-11-09 16:27:55"	"Consultation"	"cd0dc8bfe5de4434b225bfc690e6db59"	" "	0	1	2	11	" "
3386	"2020-11-03 09:50:01"	"Consultation"	"444d2451f8e78abb9369621addb20c88"	" "	0	1	1	8	" "
3352	"2020-10-07 20:58:52"	"Consultation"	"872a000eb05e48c1a1f2d1486bd5bebc"	" "	0	2	2	21	" "
3342	"2020-10-07 11:41:24"	"Consultation"	"864ff4be748e403ca597c48e064b84ad"	" "	0	0	1	7	" "
3281	"2020-09-29 11:22:17"	"Not Selected"	"864ff4be748e403ca597c48e064b84ad"	" "	0	0	1	15	" "
3276	"2020-09-23 22:34:48"	"Consultation"	"872a000eb05e48c1a1f2d1486bd5bebc"	" "	0	1	0	6	" "
3251	"2020-09-18 14:36:59"	"Concept"	"872a000eb05e48c1a1f2d1486bd5bebc"	" "	0	0	0	11	" "
3247	"2020-09-18 12:00:15"	"Consultation"	"cd0dc8bfe5de4434b225bfc690e6db59"	" "	0	0	1	7	" "
3241	"2020-09-11 11:20:51"	"Approved"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	0	18	"CHALLENGE BUILDER"
3232	"2020-09-08 11:14:12"	"In Evaluation"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	1	3	11	"WORKFLOW, PARALLEL WORKFLOWS"
3231	"2020-09-04 11:35:33"	"Completed"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	0	2	46	"PUBLISH DATE"
3229	"2020-09-03 19:18:05"	"Concept"	"872a000eb05e48c1a1f2d1486bd5bebc"	" "	0	0	0	2	" "
3222	"2020-08-28 01:10:07"	"Consultation"	"872a000eb05e48c1a1f2d1486bd5bebc"	" "	0	0	0	21	" "
3215	"2020-08-20 11:41:52"	"Concept"	"864ff4be748e403ca597c48e064b84ad"	" "	0	0	0	8	"ATTACHMENTS"
3177	"2020-07-27 15:34:20"	"Concept"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	7	"OUTLOOK, INTEGRATION"
3175	"2020-07-27 10:01:10"	"Consultation"	"cd0dc8bfe5de4434b225bfc690e6db59"	" "	0	0	2	6	" "
3138	"2020-07-13 16:34:17"	"Completed"	"db6703f5b5304b32b226f7bb3c063d0e"	"xxxxx xxxxxxx xxxx"	0	0	5	51	"PAVILIONS, INNOCENTIVE"
3119	"2020-06-25 15:51:37"	"Concept"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	8	"CUSTOM HEADER, WIN"
3116	"2020-06-24 15:54:09"	"Concept"	"e183df7a08be40f69bb6e3c869b09799"	" "	0	0	0	7	" "
3065	"2020-05-22 09:54:32"	"Consultation"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	0	5	18	"HOMEPAGE, HOMEPAGE_BLOCKS"
3046	"2020-05-19 08:28:39"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	1	12	"PASSWORD, TRANSFORME, SSO"
3045	"2020-05-18 19:04:39"	"Concept"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	0	0	2	"APPEARANCE, LOGO, MANAGE APPEARANCE, UX, UI"
3037	"2020-05-15 09:47:56"	"Concept"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	1	"STATUS UPDATE, IDEA CREATOR, IMPLEMENTATION"
3036	"2020-05-15 09:46:25"	"Approved"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	0	10	"COMMENT, APPROVED STAGE"
3033	"2020-05-13 11:49:37"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	3	1	10	"TASK, TASK LIST, CO-CREATION COMMUNITY"
3031	"2020-05-13 09:58:15"	"Completed"	"d2902bea2b674325b366066f0ef71bb8"	" "	0	2	4	22	"DUPES"
3016	"2020-05-10 12:15:50"	"Completed"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	1	2	13	"IDEA PREVIEW, IDEA MANAGEMENT"
3010	"2020-05-01 13:25:36"	"Concept"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	5	"WMAHSN, TASKS, REPORTING"
2969	"2020-04-26 11:53:58"	"Consultation"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	0	3	26	"TEMPLATE CHALLENGE"
2963	"2020-04-24 10:21:32"	"Concept"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	0	2	" "
2957	"2020-04-23 15:15:29"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	3	20	" "
2937	"2020-04-17 13:25:07"	"Consultation"	"cd0dc8bfe5de4434b225bfc690e6db59"	" "	0	0	9	43	" "
2896	"2020-04-15 09:58:19"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	4	15	"CUSTOM URL, CO-CREATION COMMUNITY"
2888	"2020-04-10 16:14:30"	"Consultation"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	0	6	8	"PERSONALISATION"
2873	"2020-04-06 16:51:24"	"Completed"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	7	22	"ANALYTICS, SLA TRACKING, TRACKER"
2860	"2020-04-02 12:16:56"	"Consultation"	"71068e589a254e1285c91635f0254562"	" "	0	1	0	5	"DAILYSUMMARY, EMAILS, CUSTOMISATION"
2858	"2020-04-02 09:52:26"	"Completed"	"71068e589a254e1285c91635f0254562"	" "	0	0	2	9	"CO-CREATION COMMUNITY, HOME PAGE, HOMEPAGE NAVIGATION"
2850	"2020-03-31 15:04:57"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	3	16	"DESCRIPTIVE TEXT, FIELD MAPPING, MOVE IDEAS, MOVE AND COPY"
2797	"2020-03-26 14:30:25"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	3	12	"ATTACHMENTS, ANONYMOUS CONTENT"
2795	"2020-03-26 12:25:03"	"Concept"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	2	"ADD IDEA, BUTTON, CALL_TO_ACTION"
2794	"2020-03-26 12:12:05"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	1	9	"CO-CREATION COMMUNITY, HOME PAGE, GROUPS"
2789	"2020-03-25 16:16:36"	"Concept"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	6	"PUBLISHER, ATTACHMENTS, ATTACH"
2783	"2020-03-25 12:20:19"	"Concept"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	0	0	8	"CONVERSATIONS, RECOMMENDATIONS"
2782	"2020-03-25 11:51:08"	"Concept"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	0	1	" "
2770	"2020-03-23 13:37:11"	"Consultation"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	1	1	12	"UX, ADMIN"
2754	"2020-03-19 12:26:24"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	4	19	" "
2753	"2020-03-18 12:32:40"	"Concept"	"864ff4be748e403ca597c48e064b84ad"	" "	0	0	0	2	"HSBC"
2746	"2020-03-12 09:27:33"	"Not Selected"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	4	5	" "
2745	"2020-03-11 14:08:21"	"Not Selected"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	0	0	9	"HOMEPAGE, HOMEPAGE BLOCKS, CHALLENGE IMAGE, CHALLENGE"
2744	"2020-03-11 11:27:26"	"Concept"	"446bbf5489304e4093fbc9bf57547a4b"	" "	0	0	0	1	" "
2743	"2020-03-11 11:25:08"	"Consultation"	"446bbf5489304e4093fbc9bf57547a4b"	" "	0	0	1	6	" "
2741	"2020-03-10 12:06:08"	"In Evaluation"	"446bbf5489304e4093fbc9bf57547a4b"	" "	0	0	3	37	" "
2740	"2020-03-09 10:27:38"	"Consultation"	"864ff4be748e403ca597c48e064b84ad"	" "	0	0	4	15	"EVALUATION"
2733	"2020-03-05 10:11:35"	"Consultation"	"446bbf5489304e4093fbc9bf57547a4b"	" "	0	0	2	5	" "
2729	"2020-03-04 13:35:42"	"Consultation"	"d2902bea2b674325b366066f0ef71bb8"	" "	0	2	1	13	" "
2728	"2020-03-04 13:34:19"	"Consultation"	"d2902bea2b674325b366066f0ef71bb8"	" "	0	0	2	9	" "
2720	"2020-03-02 11:26:26"	"Concept"	"71068e589a254e1285c91635f0254562"	" "	0	0	0	4	"FORMS"
2719	"2020-03-02 11:21:33"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	6	21	"IDEA UPLOAD, FRONT END"
2718	"2020-03-02 11:16:25"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	0	8	"IDEA UPLOAD, MOVE ENHANCEMENT"
2716	"2020-03-02 10:24:27"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	1	1	6	" "
2690	"2020-02-28 14:13:29"	"Completed"	"cd0dc8bfe5de4434b225bfc690e6db59"	" "	0	0	2	9	" "
2685	"2020-02-27 14:26:00"	"Concept"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	0	2	" "
2684	"2020-02-27 14:23:42"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	1	4	20	" "
2683	"2020-02-27 14:13:07"	"Concept"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	0	3	" "
2682	"2020-02-27 14:12:17"	"Concept"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	0	0	" "
2677	"2020-02-26 15:53:22"	"Consultation"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	0	2	7	" "
2675	"2020-02-25 23:10:52"	"Consultation"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	2	9	29	"IMAGE RECOMMENDATION, AI"
2674	"2020-02-25 13:21:14"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	1	4	"BARCLAYS, MOVE"
2653	"2020-02-21 14:06:26"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	2	13	"GROUPS, CSV"
